gstin,vendor_name,invoice_number,invoice_date,invoice_value,gst_rate,taxable_value,igst,cgst,sgst,purchase_ledger,name_as_per_tally
32AABCL0212H1ZB,,2526100001013858,01/10/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001014281,01/10/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001011782,01/09/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001020349,08/12/2025,3727.00,,,,,,,
32AABCL0212H1ZB,,2526100001007843,08/07/2025,3814.00,,,,,,,
32AABCL0212H1ZB,,2526100001012370,31/08/2025,13240.00,,,,,,,
32AABCL0212H1ZB,,2526100001012623,08/09/2025,3790.00,,,,,,,
32AABCL0212H1ZB,,2526100001019929,30/11/2025,13464.00,,,,,,,
32AABCL0212H1ZB,,2526100001022575,31/12/2025,13134.00,,,,,,,
32AABCL0212H1ZB,,2526100001023139,10/01/2026,59254.05,,,,,,,
32AABCL0212H1ZB,,2526100001021209,01/01/2026,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001011152,01/09/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001011897,01/09/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001012859,10/09/2025,634327.12,,,,,,,
32AABCL0212H1ZB,,2526100001013276,23/09/2025,263712.84,,,,,,,
32AABCL0212H1ZB,,2526100001013619,01/10/2025,300300.00,,,,,,,
32AABCL0212H1ZB,,2526100001023373,14/01/2026,38.00,,,,,,,
32AABCL0212H1ZB,,2526100001010059,07/08/2025,163.00,,,,,,,
32AABCL0212H1ZB,,2526100001020190,08/12/2025,532.00,,,,,,,
32AABCL0212H1ZB,,2526100001006292,01/07/2025,54941.25,,,,,,,
32AABCL0212H1ZB,,2526100001006806,01/07/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001005705,20/06/2025,154.00,,,,,,,
32AABCL0212H1ZB,,2526100001005703,20/06/2025,241.20,,,,,,,
32AABCL0212H1ZB,,2526100001005702,20/06/2025,180.90,,,,,,,
32AABCL0212H1ZB,,2526100001005704,20/06/2025,3595.00,,,,,,,
32AABCL0212H1ZB,,2526100001005701,20/06/2025,4164.00,,,,,,,
32AABCL0212H1ZB,,2526100001004487,02/06/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001010288,11/08/2025,3417.00,,,,,,,
32AABCL0212H1ZB,,2526100001014281,01/10/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001014314,01/10/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001014736,30/09/2025,3450.00,,,,,,,
32AABCL0212H1ZB,,2526100001019134,01/12/2025,258391.98,,,,,,,
32AABCL0212H1ZB,,2526100001019177,01/12/2025,17248.24,,,,,,,
32AABCL0212H1ZB,,2526100001020842,20/12/2025,269.00,,,,,,,
32AABCL0212H1ZB,,2526100001020843,20/12/2025,115.20,,,,,,,
32AABCL0212H1ZB,,2526100001020844,20/12/2025,155.00,,,,,,,
32AABCL0212H1ZB,,2526100001020845,20/12/2025,188.00,,,,,,,
06AADCM5146R1ZZ,,HSN/SAC,,25206.00,,,,,,,
06AADCM5146R1ZZ,,HSN/SAC,,79029.00,,,,,,,
29AASCM2174Q1ZG,,MIGCI2526/29631,,3539.00,,,,,,,
29AASCM2174Q1ZG,,MIGCI2526/32957,,3539.00,,,,,,,
29AASCM2174Q1ZG,,MIGCI2526/28562,,10029.00,,,,,,,
06AAACM5586C1ZL,,TIO26HR101274289,05/12/2025,461.63,,,,,,,
06AAACM5586C1ZL,,TIO26HR101682448,01/01/2026,2677.44,,,,,,,
06AAACM5586C1ZL,,TIO26HR101684600,20/01/2026,1231.02,,,,,,,
06AAACM5586C1ZL,,TIO26HR101841090,23/01/2026,3492.18,,,,,,,
06AAACM5586C1ZL,,TIO26HR101863341,24/01/2026,4469.98,,,,,,,
06AAACM5586C1ZL,,TIO26HR101076141,30/09/2025,954.03,,,,,,,
06AAACM5586C1ZL,,TIO26HR101104713,05/10/2025,18504.47,,,,,,,
06AAACM5586C1ZL,,TIO26HR101131566,09/10/2025,18504.47,,,,,,,
06AAACM5586C1ZL,,TIO26HR101220697,17/10/2025,4330.31,,,,,,,
06AAACM5586C1ZL,,TIO26HR101274289,30/10/2025,954.03,,,,,,,
06AAACM5586C1ZL,,TIO26HR101332651,09/11/2025,18504.47,,,,,,,
06AAACM5586C1ZL,,TIO26HR101413611,17/11/2025,4330.31,,,,,,,
06AAACM5586C1ZL,,TIO26HR101471552,30/11/2025,2862.09,,,,,,,
06AAACM5586C1ZL,,TIO26HR101497498,05/12/2025,1384.88,,,,,,,
06AAACM5586C1ZL,,TIO26HR101565158,09/12/2025,18504.47,,,,,,,
06AAACM5586C1ZL,,TIO26HR101629617,17/12/2025,4330.31,,,,,,,
06AAACM5586C1ZL,,TIO26HR101682448,30/12/2025,2862.09,,,,,,,
06AAACM5586C1ZL,,TIO26HR101684600,01/01/2026,3569.92,,,,,,,
06AAACM5586C1ZL,,TIO26HR101745025,09/01/2026,18504.47,,,,,,,
06AAACM5586C1ZL,,TIO26HR101841090,17/01/2026,4330.31,,,,,,,
06AAACM5586C1ZL,,TIO26HR101853326,20/01/2026,1538.78,,,,,,,
06AAACM5586C1ZL,,TIO26HR101863341,23/01/2026,4656.23,,,,,,,
06AAACM5586C1ZL,,TIO26HR101867319,24/01/2026,5587.48,,,,,,,
06AAACM5586C1ZL,,TIO26HR101893845,30/01/2026,5724.18,,,,,,,
06AAACM5586C1ZL,,TIO26HR101914392,03/02/2026,11352.71,,,,,,,
06AAACM5586C1ZL,,TIO26HR101958420,09/02/2026,18504.47,,,,,,,
06AAACM5586C1ZL,,TIO26HR102053828,17/02/2026,8660.61,,,,,,,
06AAACM5586C1ZL,,TIO26HR101867319,03/02/2026,3259.40,,,,,,,
06AAACM5586C1ZL,,TIO26HR101893845,03/02/2026,4960.96,,,,,,,
29AAJCM4489P1ZD,,INV/MO/2526/4811,18/02/2026,536523.89,,,,,,,
29AAJCM4489P1ZD,,INV/MO/2526/4809,18/02/2026,135485.83,,,,,,,
32AARCM9133E1ZE,,25-I-TPVD-14276,23-09-2025,34900.00,,29576.27,,,,,
32AARCM9133E1ZE,,25-I-TPVD-4885,06-06-2025,179060.00,,151745.76,,,,,
32AARCM9133E1ZE,,25-I-TPVD-0092,02-04-2025,34840.00,,29525.42,,,,,
32AARCM9133E1ZE,,25-I-TPVD-0164,03-04-2025,63992.00,,54230.52,,,,,
32AARCM9133E1ZE,,25-I-TPVD-0190,03-04-2025,2600.00,,2203.39,,,,,
32AARCM9133E1ZE,,25-I-TPVD-0767,10-04-2025,33990.00,,28805.08,,,,,
32AARCM9133E1ZE,,25-I-TPVD-2014,26-04-2025,129669.00,,109888.99,,,,,
32AARCM9133E1ZE,,25-I-TPVD-15442,11-10-2025,44940.00,,38084.76,,,,,
32AARCM9133E1ZE,,25-I-TPVD-5896,22-06-2025,33990.00,,28805.09,,,,,
32AARCM9133E1ZE,,25-I-PVF-50053,07-02-2026,92000.00,,77966.10,,,,,
32AARCM9133E1ZE,,25-I-TPVD-0575,07-04-2025,2698.00,,2286.45,,,,,
32AARCM9133E1ZE,,25-I-TPVD-15310,09-10-2025,107517.00,,91116.10,,,,,
32AARCM9133E1ZE,,25-I-TPVD-17358,17-11-2025,1.00,,0.84,,,,,
32AARCM9133E1ZE,,25-I-TPVD-17405,18-11-2025,77980.00,,66084.74,,,,,
32AARCM9133E1ZE,,25-I-TPVD-17505,20-11-2025,50000.00,,42372.91,,,,,
32AARCM9133E1ZE,,25-I-TPVD-17527,20-11-2025,159960.00,,135559.33,,,,,
32AARCM9133E1ZE,,25-I-TPVD-20040,02-01-2026,10000.00,,8474.58,,,,,
32AARCM9133E1ZE,,25-I-TPVD-20252,06-01-2026,34900.00,,29576.27,,,,,
32AARCM9133E1ZE,,25-I-TPVD-20721,15-01-2026,105380.00,,89305.08,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21438,28-01-2026,1.00,,0.85,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21487,29-01-2026,2.00,,1.70,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21488,29-01-2026,4.00,,3.40,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21561,30-01-2026,3.00,,2.55,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21562,30-01-2026,3.00,,2.55,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21593,31-01-2026,59990.00,,50838.98,,,,,
32AARCM9133E1ZE,,25-I-TPVD-21848,04-02-2026,75600.00,,64067.79,,,,,
32AARCM9133E1ZE,,25-I-TPVD-4171,28-05-2025,9998.00,,8472.89,,,,,
32AARCM9133E1ZE,,25-I-TPVD-5126,09-06-2025,148585.00,,125919.53,,,,,
32AARCM9133E1ZE,,25-I-TPVD-5279,12-06-2025,49590.00,,42025.42,,,,,
32AARCM9133E1ZE,,25-I-TPVD-5625,17-06-2025,244306.00,,207039.15,,,,,
32AARCM9133E1ZE,,25-I-TPVD-6601,03-07-2025,2.00,,1.71,,,,,
32AARCM9133E1ZE,,25-I-TPVD-6743,06-07-2025,101970.00,,86415.25,,,,,
32AARCM9133E1ZE,,25-I-TPVD-7054,11-07-2025,1.00,,1.09,,,,,
32AARCM9133E1ZE,,25-I-TPVD-7071,12-07-2025,33090.00,,28042.37,,,,,
32AARCM9133E1ZE,,25-I-TPVD-7764,25-07-2025,67980.00,,57610.16,,,,,
32AARCM9133E1ZE,,25-I-TPVD-8226,02-08-2025,68899.00,,58388.99,,,,,
32AARCM9133E1ZE,,25-I-TPVD-16215,26-10-2025,1.00,,0.86,,,,,
27AADCN9802F1ZG,,NAM/DT0226/616,,9440.00,,,,,,,
27AADCN9802F1ZG,,UCF/DT0425/47594,,3100000.00,,,,,,,
29AAKCN5223B1ZM,,Invoice,25/26-496,85437019.00,,,,,,,
29AAKCN5223B1ZM,,Invoice,25/26-499,853669.00,,,,,,,
29AAKCN5223B1ZM,,251/196/4C-29/1,,82320.00,,,,,,,
29ATZPS8069B1ZQ,,Invoice,25/26-354,34000.00,,,,,,,
06AAZCA2213M1ZD,,NCZ/2526/00447,22/08/2025,590000.00,,,,,,,
32AAXFM0499F1ZW,,DLEAP,15-10-25,590000.00,18,500000.00,0.00,45000.00,45000.00,,
27AACCO2799R1ZH,,INV-21707,09/04/2025,51330.00,,43500.00,,,,,
27AACCO2799R1ZH,,INV-22119,08/05/2025,10266.00,,8700.00,,,,,
27AACCO2799R1ZH,,INV-22120,08/05/2025,2566.50,,2175.00,,,,,
27AACCO2799R1ZH,,INV-22134,09/05/2025,38497.50,,32625.00,,,,,
27AACCO2799R1ZH,,INV-23039,24/07/2025,99120.00,,84000.00,,,,,
29BEXPK3490J1ZM,,Dated,,73750.00,,,,,,,
29BEXPK3490J1ZM,,Dated,,59000.00,,,,,,,
24AAJFO1390G2ZB,ONIVE HOME HEALTH AND HYGIENE CARE,IN-2728,06.12.2025,470.00,18,398.31,71.69,0.00,0.00,,
07AACCO3607L1ZE,,OPTD/2025/27,01-12-2025,177000.00,,,,,,,
07AACCO3607L1ZE,,OPTD/2025/26,01-12-2025,177000.00,,,,,,,
32AABCO1407H1Z1,,FY25-26-INV10617,17/11/2025,250.00,,211.86,,,,,
32AABCO1407H1Z1,,FY25-26-INV7012,29/08/2025,28320.00,,24000.00,,,,,
32AABCO1407H1Z1,,FY25-26-INV9322,27/10/2025,32450.00,,27500.00,,,,,
32AABCO1407H1Z1,,FY25-26-INV1410,29/04/2025,275000.00,,233059.32,,,,,
32AABCO1407H1Z1,,FY25-26-INV1432,29/04/2025,23600.00,,20000.00,,,,,
32AABCO1407H1Z1,,FY25-26-INV4820,15/07/2025,32450.00,,27500.00,,,,,
32AASCM2174Q1ZT,,Chemmad,,91.37,,,,,,,
32AASCM2174Q1ZT,,Chemmad,,91.37,,,,,,,
32AASCM2174Q1ZT,,24226033608,,1281500.00,,,,,,,
32AXNPP6339D1ZD,,PC/B2B/25-26/187,,8013.60,,,,,,,
32AXNPP6339D1ZD,,PC/B2B/25-26/023,,26975.52,,,,,,,
32AXNPP6339D1ZD,,PC/B2B/25-26/166,,28149.12,,,,,,,
32AXNPP6339D1ZD,,PC/B2B/25-26/174,,6.94,,,,,,,
27AMRPM2718G1ZS,Paradise,ZWAT-101463,10.09.2025,2398.00,18,2032.20,365.80,0.00,0.00,,
29AAPCP4953M1ZH,,INV-2025-042,31/07/2025,1396.03,,,,,,,
29AAPCP4953M1ZH,,INV-2025-058,16/08/2025,2446.36,,,,,,,
29AAPCP4953M1ZH,,INV-2025-076,01/09/2025,2415.46,,,,,,,
29AAPCP4953M1ZH,,INV-2025-114,16/09/2025,3072.25,,,,,,,
29AAPCP4953M1ZH,,INV-2025-141,01/10/2025,1836.08,,,,,,,
29AAPCP4953M1ZH,,INV-2025-165,16/10/2025,1841.51,,,,,,,
29AAPCP4953M1ZH,,INV-2025-189,01/11/2025,583.86,,,,,,,
29AAPCP4953M1ZH,,INV-2025-210,16/11/2025,269.51,,,,,,,
29AAPCP4953M1ZH,,INV-2025-237,01/12/2025,2021.10,,,,,,,
29AAPCP4953M1ZH,,INV-2025-261,16/12/2025,1594.18,,,,,,,
29AAPCP4953M1ZH,,INV-2025-288,01/01/2026,942.82,,,,,,,
29AAPCP4953M1ZH,,INV-2025-317,16/01/2026,449.07,,,,,,,
09AACCP7457K1ZV,,INV092505269768,,21190.00,,17957.70,,,,,
09AACCP7457K1ZV,,INV092504282512,,893.00,,756.87,,,,,
09AACCP7457K1ZV,,INV092505003256,,231.00,,196.00,,,,,
09AACCP7457K1ZV,,INV092505112824,,668.00,,566.13,,,,,
09AACCP7457K1ZV,,INV092510168216,,1593.00,,1350.00,,,,,
09AACCP7457K1ZV,,INV092601250301,,1593.00,,1350.00,,,,,
09AACCP7457K1ZV,,INV092602012949,,873.00,,740.00,,,,,
09AACCP7457K1ZV,,INV092510212183,,932.00,,790.00,,,,,
09AACCP7457K1ZV,,INV092510315330,,25379.00,,21507.63,,,,,
09AACCP7457K1ZV,,INV092511073669,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092511073670,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092511073671,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092511152977,,1593.00,,1350.00,,,,,
09AACCP7457K1ZV,,INV092511225100,,697.00,,591.00,,,,,
09AACCP7457K1ZV,,INV092511334845,,28922.00,,24509.96,,,,,
09AACCP7457K1ZV,,INV092512071504,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092512071505,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092512156263,,1593.00,,1350.00,,,,,
09AACCP7457K1ZV,,INV092512156264,,1576.00,,1335.48,,,,,
09AACCP7457K1ZV,,INV092512162395,,589.00,,499.00,,,,,
09AACCP7457K1ZV,,INV092512284989,,45624.00,,38664.03,,,,,
09AACCP7457K1ZV,,INV092601013893,,814.00,,690.00,,,,,
09AACCP7457K1ZV,,INV092601111899,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092601111900,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092601111901,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092601111902,,34.00,,28.87,,,,,
09AACCP7457K1ZV,,INV092601111903,,34.00,,28.87,,,,,
09AACCP7457K1ZV,,INV092601111904,,34.00,,28.87,,,,,
09AACCP7457K1ZV,,INV092601111905,,34.00,,28.87,,,,,
09AACCP7457K1ZV,,INV092601250302,,2124.00,,1800.00,,,,,
09AACCP7457K1ZV,,INV092601288288,,1180.00,,1000.00,,,,,
09AACCP7457K1ZV,,INV092602125600,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092602125601,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092602125602,,235.00,,199.00,,,,,
09AACCP7457K1ZV,,INV092602125603,,211.00,,179.00,,,,,
09AACCP7457K1ZV,,INV092602125604,,211.00,,179.00,,,,,
09AACCP7457K1ZV,,INV092602125605,,211.00,,179.00,,,,,
09AACCP7457K1ZV,,INV092602125606,,211.00,,179.00,,,,,
09AACCP7457K1ZV,,INV092602247417,,1593.00,,1350.00,,,,,
09AACCP7457K1ZV,,INV092602247418,,2124.00,,1800.00,,,,,
09AACCP7457K1ZV,,INV092602247419,,335.00,,283.87,,,,,
09AACCP7457K1ZV,,INV092602371556,,27016.00,,22894.72,,,,,
32AACCP8043P1Z4,,e-Way,,5440.50,,,,,,,
32AACCP8043P1Z4,,e-Way,,6025.08,,,,,,,
32AACCP8043P1Z4,,Dated,,4612.80,,,,,,,
32AACCP8043P1Z4,,Dated,,15.90,,,,,,,
32AACCP8043P1Z4,,Dated,,226.58,,,,,,,
32AACCP8043P1Z4,,Dated,,1928.70,,,,,,,
32AACCP8043P1Z4,,Dated,,203.76,,,,,,,
32AACCP8043P1Z4,,Dated,,791.80,,,,,,,
32AACCP8043P1Z4,,Dated,,282.28,,,,,,,
32AACCP8043P1Z4,,Dated,,1528.56,,,,,,,
32AACCP8043P1Z4,,e-Way,,57907.00,,,,,,,
32AACCP8043P1Z4,,e-Way,,72844.00,,,,,,,
32AACCP8043P1Z4,,e-Way,,55180.00,,,,,,,
32AACCP8043P1Z4,,e-Way,,87675.00,,,,,,,
32AACCP8043P1Z4,,Dated,,1462.28,,,,,,,
32AACCP8043P1Z4,,Dated,,1383.50,,,,,,,
32AACCP8043P1Z4,,e-Way,,61980.00,,,,,,,
32AACCP8043P1Z4,,e-Way,,60325.00,,,,,,,
32AACCP8043P1Z4,,Dated,,1378.02,,,,,,,
32AACCP8043P1Z4,,Dated,,1330.50,,,,,,,
32AACCP8043P1Z4,,Dated,,232.50,,,,,,,
32AACCP8043P1Z4,,Dated,,2069.04,,,,,,,
32AACCP8043P1Z4,,Dated,,1281.60,,,,,,,
32AACCP8043P1Z4,,Dated,,3150.60,,,,,,,
27ABCFP3971G1Z3,,INV/25-26/0008,24/09/2025,23600.00,,,,,,,
33ABGFP0051M1ZC,,INV-14,01/07/2025,246697.50,,,,,,,
33ABGFP0051M1ZC,,INV-15,01/07/2025,38461.50,,,,,,,
33ABGFP0051M1ZC,,INV-17,05/07/2025,279699.00,,,,,,,
33ABGFP0051M1ZC,,INV-29,04/09/2025,94122.00,,,,,,,
33ABGFP0051M1ZC,,INV-30,13/09/2025,28743.75,,,,,,,
33ABGFP0051M1ZC,,INV-32,27/09/2025,289380.00,,,,,,,
33ABGFP0051M1ZC,,INV-33,01/10/2025,311220.00,,,,,,,
33ABGFP0051M1ZC,,INV-36,08/10/2025,149226.00,,,,,,,
33ABGFP0051M1ZC,,INV-37,09/10/2025,49875.00,,,,,,,
33ABGFP0051M1ZC,,INV-38,13/10/2025,325505.25,,,,,,,
33ABGFP0051M1ZC,,INV-39,13/10/2025,108501.75,,,,,,,
33ABGFP0051M1ZC,,INV-41,19/10/2025,218835.75,,,,,,,
33ABGFP0051M1ZC,,INV-42,19/10/2025,72434.25,,,,,,,
33ABGFP0051M1ZC,,INV-43,28/10/2025,234192.00,,,,,,,
33ABGFP0051M1ZC,,INV-44,28/10/2025,77920.50,,,,,,,
33BDSPS6074E1Z5,,Dated,,1800.00,,,,,,,
07AAACQ8630R1ZT,,INV-010541,30/05/2025,29500.00,,25000.00,,,,,
32ABFFM9002L1ZB,,INV-013718,21/10/2025,59000.00,,50000.00,,,,,
32AASCM2174Q1ZT,,INV-015362,03/01/2026,17700.00,,15000.00,,,,,
32AASCM2174Q1ZT,,INV-015465,09/01/2026,23600.00,,20000.00,,,,,
32AASCM2174Q1ZT,,INV-015953,02/02/2026,23600.00,,20000.00,,,,,
32AASCM2174Q1ZT,,INV-016061,08/02/2026,7375.00,,6250.00,,,,,
07AAACQ8630R1ZT,,INV-009937,02/05/2025,23600.00,,20000.00,,,,,
07AAACQ8630R1ZT,,INV-010048,08/05/2025,23010.00,,19500.00,,,,,
07AAACQ8630R1ZT,,INV-010458,26/05/2025,23600.00,,20000.00,,,,,
07AAACQ8630R1ZT,,INV-010494,28/05/2025,23600.00,,20000.00,,,,,
07AAACQ8630R1ZT,,INV-010560,31/05/2025,44840.00,,38000.00,,,,,
07AAACQ8630R1ZT,,INV-010565,31/05/2025,53100.00,,45000.00,,,,,
32AASCM2174Q1ZT,,INV-013976,01/11/2025,35400.00,,30000.00,,,,,
32AASCM2174Q1ZT,,INV-014118,08/11/2025,23010.00,,19500.00,,,,,
32AASCM2174Q1ZT,,INV-015078,20/12/2025,17700.00,,15000.00,,,,,
32AASCM2174Q1ZT,,INV-015191,25/12/2025,70800.00,,60000.00,,,,,
32AASCM2174Q1ZT,,INV-015225,27/12/2025,165200.00,,140000.00,,,,,
32AASCM2174Q1ZT,,INV-015272,30/12/2025,82600.00,,70000.00,,,,,
32ABFFM9002L1ZB,,INV-013773,24/10/2025,23600.00,,20000.00,,,,,
32AASCM2174Q1ZT,,INV-013912,30/10/2025,23600.00,,20000.00,,,,,
32ABFFM9002L1ZB,,INV-011549,15/07/2025,35400.00,,30000.00,,,,,
29AAECR0564M2ZY,R K WorldInfocom Pvt Ltd,BLR8-5708326,26.09.2025,399.00,18,338.14,60.86,0.00,0.00,,
29AAECR0564M2ZY,R K WorldInfocom Pvt Ltd,BLR8-9361964,11.02.2026,662.00,18,588.09,73.91,0.00,0.00,,
29AAECR0564M2ZY,R K WorldInfocom Pvt Ltd,BLR8-9361996,11.02.2026,599.00,18,507.63,91.37,0.00,0.00,,
27AAECR0564M1Z3,R K WorldInfocom Pvt Ltd,BOM7-3816442,06.12.2025,521.00,18,441.53,79.47,0.00,0.00,,
33AAECR0564M1ZA,R K WorldInfocom Pvt Ltd,CJB1-1407200,04.06.2025,947.00,18,802.55,144.45,0.00,0.00,,
33AAECR0564M1ZA,R K WorldInfocom Pvt Ltd,CJB1-5077132,18.10.2025,185.00,18,156.78,28.22,0.00,0.00,,
33AAECR0564M1ZA,R K WorldInfocom Pvt Ltd,CJB1-5179572,18.10.2025,185.00,18,156.78,28.22,0.00,0.00,,
33AAECR0564M1ZA,R K WorldInfocom Pvt Ltd,CJB1-5328920,29.10.2025,2474.30,18,2329.50,144.80,0.00,0.00,,
32AAECR0564M1ZC,R K WorldInfocom Pvt Ltd,COX1-539228,10.09.2025,200.00,6,178.58,0.00,10.71,0.00,,
32AAECR0564M1ZC,R K WorldInfocom Pvt Ltd,FTRA-111779,10.09.2025,435.00,9,368.64,0.00,33.18,0.00,,
36AAECR0564M3Z2,R K WorldInfocom Pvt Ltd,HYD8-2911212,24.06.2025,220.00,18,186.44,33.56,0.00,0.00,,
36AAECR0564M3Z2,R K WorldInfocom Pvt Ltd,HYD8-6564019,17.10.2025,253.00,5,240.95,12.05,0.00,0.00,,
36AAECR0564M3Z2,R K WorldInfocom Pvt Ltd,HYD8-7999864,06.12.2025,219.00,18,185.59,33.41,0.00,0.00,,
33AAECR0564M1ZA,R K WorldInfocom Pvt Ltd,MAA4-6801877,02.01.2026,2214.00,5,2108.58,105.42,0.00,0.00,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0725,31/07/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW1225,31/12/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0625,30/06/2025,1.00,,,,,,,
29AAECR8516M1ZR,Radiant Consumer Appliances Pvt Ltd,BLR7-135,22.04.2025,1417.00,18,1200.85,216.15,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD3-553,24.06.2025,2830.00,18,2398.30,431.70,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD3-742,11.07.2025,4170.00,18,5800.85,1044.14,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-10792,11.02.2026,5472.00,5,5211.44,260.56,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-10843,11.02.2026,5472.00,5,5211.44,260.56,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-1183,12.05.2025,5530.28,18,4686.66,843.62,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-149,07.04.2025,1462.00,18,1238.98,223.02,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-1818,04.06.2025,5371.90,18,4552.46,819.44,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-1819,04.06.2025,5278.04,18,4472.92,805.12,0.00,0.00,,
36AALCR3173P1ZO,RETAILEZ PRIVATE LIMITED,HYD8-2139322,26.09.2025,7418.00,18,8657.62,1558.38,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-2807,11.07.2025,4052.40,18,3434.23,618.17,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-2808,11.07.2025,2694.01,18,2283.05,410.96,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-3705,04.08.2025,5538.04,18,4693.24,844.80,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-4506,25.08.2025,4347.00,18,3683.89,663.11,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-5220,16.09.2025,2817.00,18,2387.29,429.71,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-5658,26.09.2025,1407.00,18,1192.37,214.63,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-6264,17.10.2025,4506.00,18,3818.64,687.36,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-6266,17.10.2025,2817.00,18,2387.29,429.71,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-674,28.04.2025,1462.00,18,1238.98,223.02,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-7050,08.11.2025,7020.00,18,5949.16,1070.84,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-7051,08.11.2025,1502.00,18,1272.88,229.12,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-8217,06.12.2025,2684.00,18,2274.58,409.42,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-8218,06.12.2025,195.00,18,5851.70,1053.30,0.00,0.00,,
36AAECR8516M1ZW,Radiant Consumer Appliances Pvt Ltd,HYD8-9318,02.01.2026,8052.00,5,7668.60,383.40,0.00,0.00,,
32AFOPJ1345Q1Z4,,BB-127,,48888.00,,,,,,,
32AFOPJ1345Q1Z4,,BB-96,,152250.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0425,30/04/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0525,31/05/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0725,31/07/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0825,31/08/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW0925,30/09/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW1025,31/10/2025,1.00,,,,,,,
32AASCM2174Q1ZT,,PC1UQNIFFBJW1125,30/11/2025,1.00,,,,,,,
